Bias,Capacity_1K,Conductivity_1K,Capacity_10K,Conductivity_10K,Capacity_100K,Conductivity_100K,Capacity_1M,Conductivity_1M
-4.05000e-01,6.341208e-10,-4.016474e-09,6.248056e-10,4.044029e-08,6.212990e-10,3.384255e-06,7.253945e-10,1.926174e-04
-3.90000e-01,6.230987e-10,-3.600130e-07,6.288787e-10,1.327866e-07,6.228230e-10,2.247981e-06,7.287685e-10,2.006608e-04
-3.75000e-01,6.446578e-10,-5.437194e-08,6.309025e-10,-1.441645e-07,6.252854e-10,2.524296e-06,7.320196e-10,1.993239e-04
-3.60000e-01,6.265111e-10,-1.332149e-08,6.317543e-10,-6.042698e-08,6.273021e-10,2.447685e-06,7.341981e-10,2.054064e-04
-3.45000e-01,6.314108e-10,-1.007742e-07,6.279521e-10,1.695976e-07,6.290302e-10,2.924021e-06,7.376811e-10,1.966821e-04
-3.30000e-01,6.552678e-10,-2.060078e-07,6.394047e-10,-1.568172e-07,6.309538e-10,3.310790e-06,7.398853e-10,2.022982e-04
-3.15000e-01,6.426422e-10,-4.866867e-08,6.358702e-10,1.320503e-07,6.335121e-10,3.059556e-06,7.426202e-10,2.100156e-04
-3.00000e-01,6.471003e-10,-1.660734e-08,6.355851e-10,-2.266723e-07,6.356021e-10,2.883766e-06,7.447565e-10,2.108219e-04
-2.85000e-01,6.370020e-10,1.521311e-07,6.469799e-10,1.080652e-07,6.373357e-10,2.943707e-06,7.486061e-10,2.066541e-04
-2.70000e-01,6.274457e-10,-1.898355e-07,6.461115e-10,9.037042e-08,6.402533e-10,3.098879e-06,7.512824e-10,2.168764e-04
