Bias,Capacity_1K,Conductivity_1K,Capacity_10K,Conductivity_10K,Capacity_100K,Conductivity_100K,Capacity_1M,Conductivity_1M
-3.40000e-01,6.815551e-10,1.375587e-06,6.823942e-10,1.110435e-06,5.582863e-10,7.476894e-05,1.017535e-10,1.418691e-03
-3.20000e-01,6.859504e-10,1.174696e-06,6.801339e-10,1.917914e-06,5.596706e-10,7.505477e-05,1.012246e-10,1.418000e-03
-3.00000e-01,6.773672e-10,1.098814e-06,6.857101e-10,1.655397e-06,5.613274e-10,7.583958e-05,1.011845e-10,1.420622e-03
-2.80000e-01,6.877211e-10,1.449151e-06,6.851703e-10,1.077745e-06,5.625309e-10,7.637191e-05,1.008948e-10,1.421102e-03
-2.60000e-01,6.963900e-10,1.086085e-06,6.954000e-10,8.145984e-07,5.645012e-10,7.642838e-05,1.005931e-10,1.422319e-03
-2.40000e-01,6.934933e-10,1.274375e-06,6.950991e-10,1.197368e-06,5.652784e-10,7.679135e-05,1.004860e-10,1.424702e-03
-2.20000e-01,6.971437e-10,1.791799e-06,7.008017e-10,1.085096e-06,5.674901e-10,7.748559e-05,1.001883e-10,1.425147e-03
-2.00000e-01,6.979941e-10,1.478928e-06,7.021954e-10,1.086174e-06,5.684869e-10,7.772747e-05,9.972598e-11,1.425445e-03
-1.80000e-01,7.102821e-10,1.265664e-06,7.025743e-10,1.415944e-06,5.699636e-10,7.864770e-05,9.975654e-11,1.427720e-03
-1.60000e-01,7.077012e-10,1.383333e-06,7.057265e-10,1.139795e-06,5.714264e-10,7.909344e-05,9.940559e-11,1.428686e-03
-1.40000e-01,7.167244e-10,1.252292e-06,7.112313e-10,1.160382e-06,5.746043e-10,7.956573e-05,9.902455e-11,1.429954e-03
-1.20000e-01,7.178399e-10,9.118912e-07,7.281508e-10,1.451453e-06,5.748589e-10,7.953905e-05,9.901860e-11,1.431408e-03
-1.00000e-01,7.227822e-10,8.937709e-07,7.173939e-10,1.428125e-06,5.762383e-10,8.072569e-05,9.870636e-11,1.431918e-03
-8.00000e-02,7.247934e-10,1.445469e-06,7.358021e-10,1.446456e-06,5.779383e-10,8.081413e-05,9.845162e-11,1.433683e-03
-6.00000e-02,7.295290e-10,7.695880e-07,7.349021e-10,1.343044e-06,5.808092e-10,8.088929e-05,9.866793e-11,1.437331e-03
-4.00000e-02,7.268325e-10,1.395476e-06,7.356132e-10,1.502239e-06,5.814207e-10,8.164084e-05,9.796902e-11,1.435147e-03
-2.00000e-02,7.424800e-10,1.451911e-06,7.457403e-10,1.449218e-06,5.837271e-10,8.199958e-05,9.778384e-11,1.439165e-03
0.00000e+00,7.464899e-10,1.597633e-06,7.433812e-10,1.722463e-06,5.851411e-10,8.292952e-05,9.774592e-11,1.441155e-03
2.00000e-02,7.537046e-10,1.719467e-06,7.465406e-10,1.415630e-06,5.867230e-10,8.311253e-05,9.778160e-11,1.443210e-03
4.00000e-02,7.511051e-10,1.600730e-06,7.534021e-10,1.694603e-06,5.885844e-10,8.363208e-05,9.775113e-11,1.445521e-03
6.00000e-02,7.637541e-10,1.294628e-06,7.641496e-10,1.720067e-06,5.904082e-10,8.421411e-05,9.755686e-11,1.447867e-03
8.00000e-02,7.626211e-10,1.421684e-06,7.712868e-10,1.863445e-06,5.914025e-10,8.505068e-05,9.715286e-11,1.447768e-03
1.00000e-01,7.759585e-10,1.394399e-06,7.606809e-10,1.199229e-06,5.937515e-10,8.548888e-05,9.704645e-11,1.450186e-03
1.20000e-01,7.770613e-10,1.817705e-06,7.784068e-10,1.464354e-06,5.953855e-10,8.610984e-05,9.673864e-11,1.450860e-03
1.40000e-01,7.854607e-10,1.567511e-06,7.847837e-10,1.836672e-06,5.966224e-10,8.645379e-05,9.639251e-11,1.451304e-03
1.60000e-01,7.846290e-10,1.643445e-06,7.822663e-10,1.898884e-06,5.991864e-10,8.680885e-05,9.633341e-11,1.454260e-03
