Bias,Capacity_10K,Conductivity_10K,Capacity_1M,Conductivity_1M
2.02500e+00,4.015573e-09,5.354825e-02,-2.689122e-09,2.707971e-02
2.04000e+00,6.258356e-09,5.443446e-02,-2.724600e-09,2.705706e-02
2.05500e+00,3.069695e-09,5.532972e-02,-2.757588e-09,2.704570e-02
2.07000e+00,2.155968e-09,5.609783e-02,-2.792948e-09,2.703148e-02
2.08500e+00,2.147490e-09,5.708837e-02,-2.822151e-09,2.700710e-02
2.10000e+00,3.325575e-09,5.775927e-02,-2.854929e-09,2.698996e-02
2.11500e+00,5.293628e-10,5.880208e-02,-2.884733e-09,2.697850e-02
2.13000e+00,-5.003382e-10,5.943147e-02,-2.914159e-09,2.696194e-02
2.14500e+00,1.402516e-09,6.035694e-02,-2.941341e-09,2.693358e-02
2.16000e+00,-9.619269e-10,6.121841e-02,-2.972058e-09,2.690522e-02
2.17500e+00,-1.585323e-09,6.202221e-02,-3.001024e-09,2.689042e-02
2.19000e+00,-6.150768e-10,6.289674e-02,-3.025151e-09,2.685386e-02
2.20500e+00,-1.943976e-09,6.359818e-02,-3.050967e-09,2.683719e-02
2.22000e+00,-2.483570e-09,6.470065e-02,-3.076423e-09,2.681957e-02
2.23500e+00,-3.047453e-09,6.524491e-02,-3.102419e-09,2.678850e-02
2.25000e+00,-3.070225e-09,6.596594e-02,-3.125605e-09,2.676819e-02
2.26500e+00,-4.965331e-09,6.704117e-02,-3.151218e-09,2.674541e-02
2.28000e+00,-3.673019e-09,6.772239e-02,-3.172645e-09,2.671279e-02
2.29500e+00,-9.416987e-09,6.845188e-02,-3.192804e-09,2.667458e-02
2.31000e+00,-4.546821e-09,6.945792e-02,-3.214466e-09,2.667278e-02
2.32500e+00,-5.776261e-09,7.008818e-02,-3.236984e-09,2.663948e-02
2.34000e+00,-5.198493e-09,7.076862e-02,-3.261579e-09,2.662150e-02
2.35500e+00,-8.201046e-09,7.158612e-02,-3.279368e-09,2.660532e-02
2.37000e+00,-9.729530e-09,7.247749e-02,-3.299670e-09,2.658371e-02
2.38500e+00,-8.631148e-09,7.315703e-02,-3.319162e-09,2.655610e-02
2.40000e+00,-1.233445e-08,7.388718e-02,-3.340750e-09,2.652732e-02
2.41500e+00,-1.009064e-08,7.476632e-02,-3.356360e-09,2.651446e-02
2.43000e+00,-8.814634e-09,7.549451e-02,-3.377099e-09,2.647596e-02
2.44500e+00,-9.641010e-09,7.618767e-02,-3.394659e-09,2.644944e-02
2.46000e+00,-1.160116e-08,7.704442e-02,-3.410694e-09,2.642595e-02
2.47500e+00,-1.091771e-08,7.795706e-02,-3.430641e-09,2.642578e-02
2.49000e+00,-1.344495e-08,7.864563e-02,-3.445392e-09,2.639048e-02
2.50500e+00,-1.328490e-08,7.925166e-02,-3.462962e-09,2.636565e-02
2.52000e+00,-1.513510e-08,7.985068e-02,-3.479410e-09,2.634976e-02
2.53500e+00,-1.312983e-08,8.057632e-02,-3.493959e-09,2.630960e-02
2.55000e+00,-1.698050e-08,8.132794e-02,-3.511737e-09,2.630046e-02
2.56500e+00,-1.690838e-08,8.208133e-02,-3.528041e-09,2.627418e-02
2.58000e+00,-1.613662e-08,8.294968e-02,-3.541355e-09,2.624761e-02
2.59500e+00,-1.723726e-08,8.355749e-02,-3.558016e-09,2.622698e-02
2.61000e+00,-2.004526e-08,8.442295e-02,-3.570010e-09,2.622126e-02
2.62500e+00,-1.872024e-08,8.500051e-02,-3.585923e-09,2.618557e-02
2.64000e+00,-2.259718e-08,8.583858e-02,-3.600685e-09,2.615477e-02
2.65500e+00,-1.937468e-08,8.640390e-02,-3.611834e-09,2.614371e-02
2.67000e+00,-2.440606e-08,8.706501e-02,-3.625662e-09,2.612441e-02
2.68500e+00,-2.218365e-08,8.792675e-02,-3.638411e-09,2.609508e-02
2.70000e+00,-2.217665e-08,8.875761e-02,-3.651629e-09,2.607029e-02
2.71500e+00,-2.407365e-08,8.921242e-02,-3.665680e-09,2.605091e-02
2.73000e+00,-2.799788e-08,8.999497e-02,-3.678987e-09,2.602544e-02
2.74500e+00,-2.601317e-08,9.066360e-02,-3.689195e-09,2.600689e-02
2.76000e+00,-2.707840e-08,9.142230e-02,-3.702582e-09,2.598364e-02
2.77500e+00,-2.508187e-08,9.226309e-02,-3.716267e-09,2.595175e-02
2.79000e+00,-2.865574e-08,9.282290e-02,-3.727141e-09,2.594922e-02
2.80500e+00,-3.040964e-08,9.344727e-02,-3.739286e-09,2.591872e-02
2.82000e+00,-2.900801e-08,9.414966e-02,-3.749933e-09,2.590071e-02
2.83500e+00,-3.205705e-08,9.483947e-02,-3.760143e-09,2.587347e-02
2.85000e+00,-3.035355e-08,9.533804e-02,-3.775388e-09,2.584574e-02
2.86500e+00,-2.913786e-08,9.611187e-02,-3.781920e-09,2.584182e-02
2.88000e+00,-3.370442e-08,9.662388e-02,-3.792367e-09,2.582009e-02
2.89500e+00,-3.682544e-08,9.765982e-02,-3.805093e-09,2.579041e-02
2.91000e+00,-3.454324e-08,9.825946e-02,-3.817161e-09,2.577963e-02
2.92500e+00,-3.595979e-08,9.887757e-02,-3.825325e-09,2.576000e-02
2.94000e+00,-3.962595e-08,9.940336e-02,-3.837358e-09,2.573881e-02
2.95500e+00,-3.898085e-08,1.001294e-01,-3.847781e-09,2.571660e-02
2.97000e+00,-3.734091e-08,1.008238e-01,-3.858951e-09,2.568121e-02
2.98500e+00,-3.894317e-08,1.013294e-01,-3.866214e-09,2.567861e-02
3.00000e+00,-4.487193e-08,1.022494e-01,-3.875977e-09,2.566435e-02
